Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,LOW,0,0,0,0,119830000000.0,135960000000.00002,23.03,17.95,1.04,1.45,29.42,1.59,14.2,6.29,10.89,12.82,164.35,85310000000.0,112.96,28.3,23100000000.0,10800000000.0,5340000000.0,7.07,-34.0,10100000000.0,13.79,26240000000.0,644.36,1.38,5.42,11670000000.0,8180000000.0,1.36,157.57,153.75,4760000.0,732720000.0,731110000.0,0.06,79.54,21980000.0,3.73,3.0,4950000.0
0,0,GRMN,0,0,0,0,22690000000.0,21090000000.0,22.26,22.12,3.27,5.77,4.44,4.33,19.56,25.89,24.37,9.75,21.5,3940000000.0,20.64,18.7,2230000000.0,1080000000.0,1020000000.0,5.33,37.5,1650000000.0,8.65,58420000.0,1.14,2.98,26.69,933830000.0,508070000.0,0.99,115.75,102.89,191240000.0,191240000.0,162830000.0,26.47,51.94,1920000.0,1.86,1.28,1870000.0
0,0,TSN,0,0,0,0,25410000000.0,35330000000.0,11.91,11.72,1.27,0.59,1.64,0.82,7.94,4.96,8.88,7.07,14.42,43190000000.0,118.97,5.3,5900000000.0,5010000000.0,2140000000.0000002,5.86,87.5,1420000000.0,3.9,11870000000.0,76.09,1.86,42.37,3870000000.0,2510000000.0,0.74,63.68,61.87,2550000.0,294130000.0,287310000.0,2.55,82.7,2480000.0,0.93,0.99,4400000.0
0,0,MOLX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LMT,0,0,0,0,101200000000.0,110290000000.0,15.45,13.68,1.85,1.59,20.43,1.72,11.34,10.18,13.34,10.71,147.8,64239999999.99999,229.1,8.7,8369999999.999999,9710000000.0,6590000000.0,23.21,5.6,3580000000.0,12.81,12680000000.0,254.21,1.34,17.7,7870000000.0,5160000000.0,0.93,365.24,377.4,1320000.0,279780000.0,237250000.0,0.07,77.8,2500000.0,1.93,1.06,2630000.0
0,0,EMR,0,0,0,0,48540000000.0,53080000000.0,25.05,23.42,2.86,2.93,5.77,3.16,15.78,11.71,16.97,8.21,23.8,16790000000.0,27.84,-8.3,7030000000.0,3570000000.0,1960000000.0,3.24,0.8,3320000000.0,5.54,8010000000.0,94.79,1.52,14.06,3080000000.0,2200000000.0,1.55,76.25,68.31,2770000.0,598040000.0,593580000.0,0.68,76.35,9860000.0,3.29,1.66,9600000.0
0,0,XRX,0,0,0,0,4510000000.0,6540000000.0,13.78,10.15,7.59,0.66,0.83,0.87,6.9,12.38,8.89,2.79,7.08,7540000000.0,35.4,-18.9,3650000000.0,997000000.0,367000000.0,4.24,-59.3,3240000000.0,16.34,5410000000.0,95.54,1.97,26.45,751000000.0,603630000.0,1.83,21.65,18.73,2320000.0,198380000.0,160090000.0,4.84,89.62,5280000.0,2.19,3.68,6340000.0
0,0,SCHL,0,0,0,0,830110000.0,885010000.0,,,,0.63,0.8,0.54,-18.79,-1.71,0.52,0.24,-2.13,1470000000.0,42.66,-7.5,736100000.0,49800000.0,-25100000.0,-0.73,,355500000.0,10.39,320100000.0,27.9,1.87,33.51,73700000.0,3990000.0,1.0,23.55,24.79,32549999.999999996,32549999.999999996,28260000.0,18.74,81.85,2.23,2.23,1.63,0.6
0,0,COL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,XRAY,0,0,0,0,,,,,,,,,,-2.35,8.73,2.13,-1.61,3370000000.0,15.32,-7.0,2190000000.0,619000000.0,-79200000.0,-0.36,-36.7,1270000000.0,5.82,2330000000.0,48.96,2.19,21.79,670800000.0,788400000.0,0.85,50.74,46.24,1160000.0,218560000.0,217680000.0,0.35,100.67,3650000.0,2.59,1.9,4770000.0
0,0,TRIP,0,0,0,0,3600000000.0,4230000000.0000005,34.5,46.08,21.6,4.44,3.96,4.46,-39.89,-24.42,-21.39,-4.93,-15.73,823000000.0,6.05,-64.7,1470000000.0,-119000000.0,-201000000.0,-1.49,,446000000.0,3.32,517000000.0,56.94,2.65,6.75,-120000000.0,-112000000.0,1.43,25.71,21.96,2450000.0,121720000.0,87350000.0,21.41,80.75,10930000.0,3.61,10.88,9920000.0
0,0,TSS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TIF,0,0,0,0,,,,,,,,,,7.84,12.27,4.26,8.95,3670000000.0,30.24,-0.6,2760000000.0,723400000.0,287500000.0,2.36,51.8,1150000000.0,9.44,2650000000.0,80.91,3.19,26.91,691700000.0,246160000.0,0.76,131.28,123.69,1910000.0,121410000.0,108620000.0,0.92,87.67,7260000.0,3.49,6.76,6800000.0
0,0,YUM,0,0,0,0,32820000000.0,42800000000.0,31.72,27.1,2.43,5.98,,7.64,24.65,18.92,31.77,20.11,,5600000000.0,18.54,8.1,2830000000.0,1910000000.0,1060000000.0,3.44,11.0,1110000000.0,3.68,11250000000.0,,1.31,-26.22,1280000000.0,935250000.0,1.01,103.55,95.4,1580000.0,301670000.0,301030000.0,0.17,78.73,3700000.0,2.28,1.23,3480000.0
0,0,TJX,0,0,0,0,79310000000.0,84370000000.0,108.3,25.19,3.41,2.38,14.25,2.53,43.38,2.24,3.13,2.34,13.5,33400000000.0,27.85,-3.2,14850000000.0,1920000000.0,749740000.0,0.62,4.6,10580000000.0,8.81,15640000000.0,281.0,1.41,4.64,6470000000.0,5250000000.0,0.92,61.54,56.09,7100000.0,1200000000.0,1200000000.0,0.09,92.75,13720000.0,1.41,1.14,8380000.000000001
0,0,GCI,0,0,0,0,386290000.0,2109999999.9999998,,,,0.11,0.91,0.65,-6.98,-19.92,4.68,3.95,-122.19,3230000000.0,26.64,116.3,788320000.0,351930000.0,-643390000.0,-5.307,,188960000.0,1.41,1960000000.0,455.18,1.03,3.22,1280000.0,246060000.0,2.86,2.2449,1.7421,1740000.0,137960000.0,120040000.0,6.3,58.6,14380000.0,5.17,10.59,18820000.0
0,0,HOT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EA,0,0,0,0,40540000000.0,35590000000.0,30.94,21.51,3.99,7.32,5.02,6.37,22.35,23.51,24.76,7.84,17.25,5590000000.0,19.31,-14.6,4170000000.0,1540000000.0,1310000000.0,4.49,-78.3,6030000000.0,20.79,1240000000.0,15.34,2.75,27.88,2040000000.0,1670000000.0,0.89,125.84,130.96,2880000.0,289850000.0,288610000.0,0.39,93.61,5560000.0,1.44,1.93,4500000.0
0,0,DDS,0,0,0,0,1140000000.0,1700000000.0,6.73,,,0.25,0.83,0.37,19.55,-1.48,-2.85,-2.4,-4.74,4780000000.0,204.71,-26.1,2109999999.9999998,79280000.0,-71000000.0,-3.04,483.1,61120000.0,2.78,622030000.0,45.05,1.72,62.77,279150000.0,169460000.0,0.76,48.77,35.8,17990000.0,17990000.0,5270000.0,27.94,94.95,4930000.0,16.37,116.25,5340000.0
0,0,CLF,0,0,0,0,6490000000.0,10920000000.0,137.83,36.76,,1.28,8.0,3.01,53.75,-3.38,4.11,1.56,-12.32,3630000000.0,10.62,196.3,575700000.0,355000000.0,-122600000.0,-0.36,,56000000.0,0.14,4480000000.0,399.03,2.16,2.03,124800000.0,-1530000000.0,2.25,10.51,7.36,11870000.0,477430000.0,394110000.0,1.56,70.6,58390000.0,5.85,17.97,63930000.0
0,0,WAT,0,0,0,0,14940000000.0,16200000000.0,30.4,25.51,3.21,6.59,,7.06,21.71,21.96,28.49,15.6,1363.46,2300000000.0,36.75,2.9,1400000000.0,769870000.0,503930000.0,8.03,-8.2,397070000.0,6.4,1680000000.0,,1.79,-0.67,714920000.0,467400000.0,0.86,230.88,211.12,62050000.0,62050000.0,61700000.0,0.57,92.54,1880000.0,3.98,3.47,1750000.0
0,0,FHN,0,0,0,0,7110000000.0,,6.82,10.26,,1.71,0.96,,,37.23,27.59,1.16,11.16,1940000000.0,5.22,62.2,1820000000.0,,704500000.0,1.9,382.7,9330000000.0,16.83,4410000000.0,,,13.3,-159180000.0,,1.56,12.16,10.39,5560000.0,554790000.0,545260000.0,1.48,84.09,17710000.0,3.12,3.67,20820000.0
0,0,STZ,0,0,0,0,39780000000.0,51170000000.0,35.89,19.8,2.37,5.18,3.4,6.3,34.38,13.45,33.84,6.36,9.49,8130000000.000001,42.23,-3.6,4290000000.0,3050000000.0,1090000000.0,5.65,,204600000.0,1.06,11600000000.0,96.64,1.85,60.64,2580000000.0,1370000000.0,1.1,200.36,185.74,1110000.0,169500000.0,164790000.0,9.74,84.7,5730000.0,4.96,3.54,5120000.0
0,0,MRO,0,0,0,0,5450000000.0,10240000000.0,17.28,,,1.56,0.5,2.92,3.28,-32.08,-17.1,-1.93,-9.78,3530000000.0,4.45,-39.1,3810000000.0,1890000000.0,-1130000000.0,-1.44,,1120000000.0,1.42,6070000000.0,55.7,1.23,13.79,1760000000.0,147250000.0,3.41,5.74,5.42,30430000.0,789390000.0,723570000.0,0.28,70.31,45280000.0,1.32,7.43,71100000.0
0,0,CA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SRE,0,0,0,0,36920000000.0,61990000000.0,19.72,15.97,2.85,3.35,1.84,5.56,14.43,35.48,24.39,2.58,9.92,11140000000.0,38.42,-4.1,4200000000.0,4350000000.0,1880000000.0,13.01,-53.0,3520000000.0,12.21,25910000000.0,104.25,0.84,69.73,2600000000.0,-1300000000.0,0.63,130.15,125.57,1500000.0,288470000.0,288130000.0,0.07,87.9,3500000.0,2.25,1.38,3820000.0
0,0,KSU,0,0,0,0,18400000000.0,21580000000.0,32.54,23.15,2.65,7.06,4.12,8.09,16.68,21.68,39.01,6.49,11.62,2670000000.0,27.98,-11.8,1420000000.0,1400000000.0,578300000.0,6.03,5.3,646000000.0,6.9,3830000000.0,79.81,2.29,47.62,1060000000.0,589170000.0,1.02,188.38,174.48,93600000.0,93600000.0,92980000.0,0.46,89.59,2000000.0,2.23,2.42,3120000.0
0,0,LLTC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TAP,0,0,0,0,10270000000.0,17910000000.0,17.58,12.33,14.5,1.04,0.76,1.82,10.8,5.94,14.86,3.18,4.37,9850000000.0,45.42,-3.1,4200000000.0,2270000000.0,584500000.0,2.69,,731300000.0,3.38,8790000000.0,63.81,0.61,62.36,2100000000.0,1270000000.0,1.15,43.78,38.22,2730000.0,200300000.0,192970000.0,11.39,87.34,11120000.0,3.39,7.43,10290000.0
0,0,GD,0,0,0,0,43500000000.0,56820000000.0,13.74,12.82,3.71,1.15,2.96,1.49,11.16,,,,,,,,7060000000.0,,,,,,,,,,,,,,148.73,147.89,1380000.0,,,,,,,,
0,0,SBUX,0,0,0,0,,,,,,,,,,3.95,6.8,4.11,,23520000000.0,20.05,-8.1,5140000000.0,3100000000.0,928300000.0,0.79,-51.1,4630000000.0,3.95,25400000000.0,,1.06,-6.65,1600000000.0,-1050000000.0,0.81,97.12,84.9,6620000.0,1170000000.0,1170000000.0,0.19,69.53,11690000.0,1.6,1.0,10500000.0
0,0,GS,0,0,0,0,,,,,,,,,,17.33,34.69,0.64,7.31,39630000000.0,110.72,30.8,31060000000.0,,6250000000.0,17.35,79.4,710000000000.0,1979.01,464480000000.0,492.46,1.81,227.02,20090000000.0,,1.48,224.54,209.09,3130000.0,344070000.0,356870000.0,0.6,70.71,3900000.0,1.26,1.14,3860000.0
0,0,ARG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WIN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CHRW,0,0,0,0,12550000000.0,13720000000.0,27.39,22.08,2.76,0.81,6.7,0.9,19.73,2.96,3.9,7.76,25.81,15450000000.0,114.0,9.6,1290000000.0,688640000.0,457720000.0,3.36,-7.1,252570000.0,1.86,1500000000.0,80.01,1.62,13.78,548610000.0,380280000.0,0.67,92.12,92.36,1300000.0,135950000.0,135350000.0,0.84,96.22,13400000.0,9.55,11.49,13050000.0
0,0,FMC,0,0,0,0,,,,,,,,,,10.64,23.91,7.16,20.21,4690000000.0,36.13,6.9,2080000000.0,1280000000.0,567700000.0,3.82,23.2,297100000.0,2.29,3400000000.0,114.7,1.7,22.69,706100000.0,809250000.0,1.03,113.34,107.41,129759999.99999999,129759999.99999999,129110000.00000001,0.68,91.83,1.53,1.53,0.86,1070000.0
0,0,GTN,0,0,0,0,1750000000.0,5700000000.0,7.89,9.91,0.99,0.83,1.13,2.63,7.05,12.92,28.28,5.35,13.13,2170000000.0,22.41,16.8,768000000.0,809000000.0,228000000.0,2.34,106.8,467000000.0,4.93,3770000000.0,170.3,2.67,16.48,618000000.0,523000000.0,2.07,16.95,15.02,89110000.0,89110000.0,85860000.0,4.64,87.02,2150000.0,2.02,2.52,1660000.0
0,0,NKE,0,0,0,0,218820000000.0,222300000000.0,82.48,53.76,2.03,5.94,23.72,5.95,49.41,7.2,9.31,7.31,29.2,37340000000.0,23.95,-0.6,16239999999.999998,4640000000.0,2690000000.0,1.69,11.0,9480000000.0,6.04,12970000000.0,140.57,2.55,5.89,2970000000.0,3490000000.0,0.85,132.53,115.36,6470000.0,1250000000.0,1240000000.0,0.31,83.91,13910000.0,2.5,1.46,12690000.0
0,0,CAG,0,0,0,0,,,,,,,,,,8.77,17.58,5.57,12.69,11340000000.0,23.26,12.1,3100000000.0,2360000000.0,995300000.0,2.03,89.3,438200000.0,0.9,9900000000.0,120.77,0.95,16.62,1920000000.0,1280000000.0,0.8,35.69,36.03,2850000.0,488520000.0,486340000.0,0.41,84.73,8340000.0,3.18,2.27,10140000.0
0,0,MAS,0,0,0,0,14470000000.0,16070000000.0,19.33,17.39,1.46,2.14,102.59,2.31,13.14,21.27,17.42,13.68,451.65,6970000000.0,25.9,15.6,2370000000.0,1380000000.0,765000000.0,5.47,118.3,1330000000.0,5.09,2940000000.0,860.7,2.01,0.54,801000000.0,982000000.0,1.35,54.48,54.36,2060000.0,261680000.0,259079999.99999997,0.77,95.16,4750000.0,2.6,2.09,4930000.0
0,0,AMGN,0,0,0,0,132389999999.99998,154310000000.0,18.32,13.4,1.5,5.4,12.08,6.18,11.95,29.42,37.57,9.45,67.18,24990000000.0,42.4,12.0,19010000000.0,12650000000.0,7350000000.0,12.4,2.7,12360000000.0,21.23,34290000000.0,312.87,2.28,18.78,10860000000.0,9220000000.0,0.75,228.1,238.25,2610000.0,582170000.0,580850000.0,0.19,77.99,6510000.0,2.47,1.12,7110000.0
0,0,BRCM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WU,0,0,0,0,,,,,,,,,,14.42,20.46,7.06,2964.56,4870000000.0,11.76,-3.7,2250000000.0,1230000000.0,702600000.0,1.69,69.3,1250000000.0,3.04,3270000000.0,4878.39,0.32,0.16,834900000.0,684010000.0,0.99,21.63,22.24,4150000.0000000005,411120000.0,408970000.0,0.5,107.86,38160000.0,8.29,12.8,43310000.0
0,0,SKS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SYY,0,0,0,0,37850000000.0,46270000000.0,130.45,36.1,2.21,0.77,29.12,0.94,34.28,-0.04,2.73,4.03,-1.12,49370000000.0,96.98,-23.0,9900000000.0,2069999999.9999998,-21410000.0,-0.04,-52.2,6010000000.0,11.79,14400000000.0,1079.69,1.74,2.55,2380000000.0,2210000000.0,1.36,70.28,61.79,2940000.0,509360000.0,508470000.0,0.14,83.69,10740000.0,3.22,2.22,10470000.0
0,0,ARNA,0,0,0,0,4080000000.0,2960000000.0,,,,838.32,3.49,902.09,-7.55,0.0,-11729.93,-19.13,-32.03,3280000.0,0.06,-98.5,574930000.0,-381430000.0,-370880000.0,-7.03,,1170000000.0,20.08,57970000.0,4.95,23.17,20.16,-308140000.0,-185530000.0,0.85,71.46,69.42,58160000.0,58160000.0,54970000.0,0.19,91.93,3530000.0,3.64,6.08,3630000.0
0,0,STJ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,GILD,0,0,0,0,74050000000.0,79360000000.0,60.28,8.99,0.44,3.22,4.24,3.43,19.27,5.48,21.36,5.15,6.46,23150000000.0,18.38,17.4,17770000000.0,6350000000.0,1270000000.0,1.01,,24960000000.0,19.91,29290000000.0,167.65,3.25,13.92,8830000000.0,4139999999.9999995,0.54,60.08,66.94,9190000.0,1250000000.0,1250000000.0,0.4,80.08,20730000.0,2.36,1.65,22700000.0
0,0,MU,0,0,0,0,80710000000.0,79740000000.0,30.49,19.27,0.86,3.81,1.81,3.72,7.89,12.54,14.28,3.73,7.14,21440000000.0,19.31,24.4,6550000000.0,8710000000.0,2690000000.0,2.37,76.1,8140000000.000001,7.31,7230000000.0,18.54,2.71,35.04,8310000000.000001,-471750000.0,1.37,62.89,52.62,17810000.0,1120000000.0,1110000000.0,0.19,84.36,30270000.0,1.86,2.72,28760000.0
0,0,AN,0,0,0,0,,,,,,,,,,1.92,4.32,5.44,12.21,20150000000.0,226.13,-1.0,3520000000.0,1060000000.0,388000000.0,4.34,83.5,350500000.0,3.99,4700000000.0,140.06,0.99,38.22,1270000000.0,1620000000.0,1.57,62.84,53.98,87860000.0,87860000.0,59100000.0,11.84,89.72,3010000.0,4.24,5.27,3270000.0
0,0,DF,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PRU,0,0,0,0,30750000000.0,46560000000.0,8.85,6.74,2.25,0.51,0.47,0.77,,-0.11,0.16,0.01,-0.05,60170000000.0,151.62,2.4,18400000000.0,650000000.0,-94000000.0,-0.24,4.9,36150000000.0,91.28,36470000000.0,54.52,0.66,167.46,16870000000.000002,7010000000.0,1.71,74.61,67.69,2260000.0,396000000.0,395030000.0,0.2,57.59,5250000.0,1.94,1.33,5370000.0
0,0,FAST,0,0,0,0,27580000000.0,28780000000.0,33.71,31.65,3.11,5.13,9.86,5.01,22.57,15.12,20.03,17.59,30.77,5570000000.0,9.7,2.5,2520000000.0,1270000000.0,841700000.0,1.46,3.7,331800000.0,0.58,651500000.0,22.58,4.39,5.03,1030000000.0,675830000.0,1.2,47.65,45.59,3190000.0,574050000.0,571880000.0,0.32,81.51,13290000.0,4.26,2.64,13410000.0
0,0,FRX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SO,0,0,0,0,64500000000.0,113350000000.0,20.49,18.38,3.58,3.22,2.28,5.62,12.55,15.73,25.55,2.68,9.68,20170000000.0,19.08,-6.3,9630000000.0,8870000000.0,3170000000.0,2.99,-4.9,3380000000.0,3.2,51930000000.0,158.38,0.9,26.78,6120000000.0,-1420000000.0,0.37,61.08,56.41,3850000.0,1060000000.0,1050000000.0,0.13,59.86,8850000.0,2.29,0.84,9320000.0
0,0,MAC,0,0,0,0,1740000000.0,7170000000.0,16.74,,,2.01,0.71,8.6,16.53,-1.55,15.28,0.88,-0.39,830820000.0,5.76,-29.4,608480000.0,469970000.0,-14050000.0,-0.1,,528429999.99999994,3.54,6150000000.0,232.05,1.2,16.47,148310000.0,167110000.0,2.02,9.7,8.47,5700000.0,149470000.0,113620000.0,7.62,93.65,78610000.0,10.23,85.92,75680000.0
0,0,NOK,0,0,0,0,,,,,,,,,,3.31,0.0,2.7,5.07,,,-6.9,8449999999.999999,,,-0.192,135.4,,,,43.98,1.53,3.12,,,0.57,3.8703,4.257,30310000.0,5620000000.0,4760000000.0,0.01,4.71,51150000.0,1.44,,48910000.0
0,0,SAI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HOG,0,0,0,0,5560000000.0,11540000000.0,49.0,12.12,12.0,1.27,3.14,2.62,32.75,2.53,5.34,1.27,6.17,4400000000.0,28.7,-8.4,1620000000.0,433220000.0,111190000.0,0.73,38.9,733760000.0,4.85,9560000000.0,540.36,1.46,11.7,1150000000.0,-1010000000.0,1.61,36.88,29.31,2940000.0,153280000.0,150340000.0,0.66,96.47,18480000.0,8.77,13.67,22420000.0
0,0,SEE,0,0,0,0,6370000000.0,10450000000.0,13.54,14.01,3.33,1.43,259.88,2.15,12.44,9.57,16.19,8.55,,4860000000.0,31.38,1.5,1560000000.0,976700000.0,470700000.0,2.98,97.1,316800000.0,2.04,3820000000.0,15584.08,1.27,0.16,670100000.0,508350000.0,1.22,43.87,39.07,1210000.0,155150000.0,145980000.0,0.73,94.39,1880000.0,1.58,1.38,2290000.0
0,0,FDX,0,0,0,0,,,,,,,,,,3.28,5.62,3.48,12.35,74730000000.0,285.3,18.7,16840000000.0,7900000000.0,2450000000.0,9.27,118.9,8340000000.0,31.46,38450000000.0,182.76,1.75,66.16,8250000000.0,276880000.0,,282.05,220.82,2740000.0,262589999.99999997,244400000.0,7.71,75.49,3470000.0,1.35,1.61,3190000.0
0,0,PSX,0,0,0,0,29340000000.0,42400000000.0,119.52,18.62,2.82,0.39,1.49,0.55,-31.29,-3.51,-0.07,-0.06,-9.76,76840000000.0,174.23,-41.5,11760000000.0,1320000000.0,-2710000000.0,-6.14,,1460000000.0,3.35,14530000000.0,65.12,1.22,45.15,3170000000.0,-2610000000.0,1.65,60.83,62.03,3760000.0,436800000.0,435720000.0,0.34,68.58,9440000.0,2.12,2.16,8240000.0
0,0,FSLR,0,0,0,0,9180000000.0,8010000000.0,41.43,23.2,0.93,2.63,1.7,2.29,19.8,6.38,15.44,4.81,4.22,3500000000.0,33.12,69.6,549210000.0,769330000.0,223240000.0,2.1,406.3,1630000000.0,15.39,460260000.0,8.53,3.83,50.92,632490000.0,384980000.0,1.22,87.08,70.97,3150000.0,105980000.0,93190000.0,13.79,75.27,7970000.0,2.29,9.61,8260000.0
0,0,CFN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,JOY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TEL,0,0,0,0,38420000000.0,42500000000.0,41.92,22.17,2.92,3.17,4.09,3.43,33.13,-1.98,14.34,5.6,-2.58,12170000000.0,36.66,-1.2,3730000000.0,2460000000.0,-259000000.0,-0.73,-38.2,945000000.0,2.86,4690000000.0,49.38,1.57,28.38,1990000000.0,983630000.0,1.4,111.42,97.17,1680000.0,330660000.0,327870000.0,0.19,95.61,3730000.0,2.33,1.13,2880000.0
0,0,BCR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,GPS,0,0,0,0,7610000000.0,12890000000.0,8.73,16.16,4.15,0.54,3.21,0.92,-16.92,-7.71,-2.6,-1.6,-36.07,14050000000.0,37.67,-0.1,8000000000.0,156000000.0,-1080000000.0,-2.9,-32.1,2650000000.0,7.08,7940000000.0,334.71,1.44,6.34,1280000000.0,925120000.0,1.55,22.01,16.77,9840000.0,374030000.0,267950000.0,44.16,58.03,22210000.0,2.11,11.34,21670000.0
0,0,DELL,0,0,0,0,55390000000.0,95770000000.0,23.3,10.72,2.71,0.61,39.28,1.04,9.42,2.64,4.0,1.95,52.53,92140000000.0,124.43,2.8,28930000000.0,8680000000.0,2430000000.0,3.18,66.7,11300000000.0,15.08,52110000000.0,877.49,0.77,1.17,9040000000.0,8199999999.999999,,68.07,62.23,1870000.0,263649999.99999997,256790000.00000003,2.45,85.75,6230000.0,3.75,2.39,5040000.0
0,0,NTRS,0,0,0,0,,,,,,,,,,22.33,28.84,0.97,11.96,6000000000.0,28.72,-3.9,6090000000.0,,1270000000.0,6.05,-23.4,10960000000.0,52.65,14270000000.0,,,51.38,2060000000.0,,1.14,90.1,83.6,1050000.0,208120000.0,205590000.0,0.62,84.82,4040000.0,4.57,2.11,3450000.0
0,0,ADI,0,0,0,0,52590000000.0,57210000000.0,43.84,24.75,2.19,9.55,4.43,10.21,24.71,21.79,28.01,4.58,10.3,5600000000.0,15.2,5.8,3690000000.0,2380000000.0,1220000000.0,3.28,39.2,1060000000.0,2.86,5690000000.0,47.41,1.84,32.47,2009999999.9999998,1570000000.0,1.32,136.05,122.91,2890000.0,369560000.0,368140000.0,0.32,94.54,26540000.0,8.77,7.2,24470000.0
0,0,FFIV,0,0,0,0,10620000000.0,10180000000.0,34.41,16.84,1.02,4.5,4.76,4.33,20.53,13.08,17.67,6.44,15.4,2350000000.0,38.59,4.1,1940000000.0,511220000.0,307440000.0,5.01,-18.1,1210000000.0,19.64,773050000.0,34.63,1.39,36.53,660900000.0,570650000.0,1.13,159.04,140.72,61600000.0,61600000.0,58150000.0,0.38,99.36,3220000.0,3.7,5.89,4360000.0
0,0,WY,0,0,0,0,25720000000.0,30940000000.0,46.55,29.07,0.53,3.67,2.69,4.01,20.23,7.0,16.46,4.35,5.73,7020000000.0,9.4,26.3,1140000000.0,1640000000.0,491000000.0,0.66,185.9,787000000.0,1.05,6000000000.0,70.41,2.46,11.42,1380000000.0,1450000000.0,1.9,29.67,27.46,4139999.9999999995,746420000.0,744070000.0,0.19,82.24,6720000.0,1.66,1.06,5880000.0
0,0,CCL,0,0,0,0,23540000000.0,41700000000.0,5.99,33.33,,1.48,1.21,4.03,-8.81,-73.4,-28.05,-3.82,-33.89,10340000000.0,14.42,-99.5,7920000000.0,-650000000.0,-7590000000.0,-10.6,,8180000000.0,9.05,26350000000.0,135.12,0.91,22.76,-3590000000.0,-6330000000.0,2.24,18.7,16.63,50490000.0,921340000.0,797510000.0,9.62,43.74,50410000.0,0.71,7.53,95280000.0
0,0,SYK,0,0,0,0,,,,,,,,,,12.35,21.61,6.52,13.88,14220000000.0,37.91,4.2,9800000000.0,3860000000.0,1760000000.0,4.61,33.3,7160000000.0,19.06,13540000000.0,104.24,2.89,34.56,2780000000.0,2460000000.0,0.89,228.27,205.45,1110000.0,375610000.0,332410000.0,7.44,74.49,3210000.0,2.43,0.97,3200000.0
0,0,FE,0,0,0,0,16550000000.0,38800000000.0,26.99,11.59,3.23,1.52,2.3,3.43,14.99,6.76,11.98,1.9,8.44,10730000000.0,19.82,2.0,7690000000.0,2430000000.0,613000000.0,1.34,16.1,260000000.0,0.48,22580000000.0,314.14,0.7,13.25,1580000000.0,-1630000000.0,0.15,29.12,32.27,6440000.0,542590000.0,540920000.0,0.26,81.43,18120000.0,2.12,4.79,16010000.000000002
0,0,RL,0,0,0,0,,,,,,,,,,-1.74,3.55,1.39,-2.99,4710000000.0,63.81,-30.0,3810000000.0,428700000.0,-81700000.0,-1.11,,2450000000.0,33.46,3610000000.0,141.81,2.52,34.8,537800000.0,646630000.0,1.44,85.12,75.9,1610000.0,48220000.0,46760000.0,2.3,102.6,5240000.0,2.76,12.38,4860000.0
